Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Disability,Q9a_Shopping,Q9b_Driving,Q9c_Cleaning,Q9d_Cooking,Q9e_Working,Q9f_Socializing,Q9g_Nothing,Q9h_Eating/Drinking,Q9i_Exercising,Q9j_Activity Other,Q9j_Activity_Other_Specify,Q10a_Kitchen,Q10b_Office,Q10c_Car,Q10d_Store,Q10e_Outdoors,Q10f_Living Room,Q10g_Restaurant_Bar,Q10h_Gym,Q10i_Bedroom,Q10j_Bathroom,Q10k_Sporting_Event,Q10l_Classroom,Q10m_Location_Other,Q10m_Location_Other_Specify,Q11_Revealing_Clothing,Q12_Nudity,Q12a_Nudity_Other_Specify,Q13_Visually_Objectified,Q14_Verbally_Objectified,Q15_Intelligence,Q16_Humor,Q17_Occupation,Q18_Leader,Q19_Authority,Q20_Body Type,Q20a_Body_Type_Other_Specify,Q21a_Disordered_Eating,Q21b_Selfy_injury,Q21c_NegativeTalk,Q21d_Body_Modification,Q22a_Visual_Shame,Q22b_Verbal_Shame,Q22c_Sizeist_Slurs,Q22d_Punchline,Q22e_Denied_Personal_Opportunity,Q22f_Denied_Professional_Opportunity,Q22g_Other_Prejudice,Q22g_Prejudice_Other_Specify,Q23a_Lazy,Q23b_Physically_Slow,Q23c_Stupid,Q23d_Loser,Q23e_Inactive,Q23f_Poorly_Dressed,Q23g_Funny,Q23h_Jolly,Q23i_Clumsy,Q23j_Alone,Q24a_Comic_Relief,Q24b_Sidekick,Q24c_Mamma_Hen,Q24d_Nympho,Q25_Fat_to_Fit,Q26_Inspo_Porn,Q27_NOTES,Notes on Dwelling
Milena,Dip or Dunk Taste Test (:40),Twix,Arabia,2019,2019,Confectionary,,right twix,yellow,1,4, ,2,2,0,0, ,6, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Dip or Dunk Taste Test (:40),Twix,Arabia,2019,2019,Confectionary,,taster #1,head dress,1,4, ,2,2,0,0, ,6, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Dip or Dunk Taste Test (:40),Twix,Arabia,2019,2019,Confectionary,,taster #2,blue button up,1,4, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Dip or Dunk Taste Test (:40),Twix,Arabia,2019,2019,Confectionary,,taster #3,yellow shirt,1,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Dip or Dunk Taste Test (:40),Twix,Arabia,2019,2019,Confectionary,,taster #4,striped shirt,1,4, ,2,2,0,0, ,3, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba,Lucas,Mexico,2019,2019,Confectionary,,hot girl,goes in for a kiss,1,3, ,1,4,0,0, ,2,"speaking spanish, White-looking but coded Latina",0,0,0,0,0,0,1,0,0,0,1,kissing,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba,Lucas,Mexico,2019,2019,Confectionary,,friend,prompts,1,3, ,1,4,0,0, ,2,"speaking spanish, White-looking but coded Latina",0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba (:06),Lucas,Mexico,2019,2019,Confectionary,,boy,speaks,1,3, ,2,2,0,0, ,2,"speaking spanish, White-looking but coded Latino",0,0,0,0,0,0,0,0,0,0,1,kissing,0,0,0,0,0,0,0,0,0,0,0,0,1,on set,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Flight attn 1,asian,1,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Flight attn 2,brown,1,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Moviephobia,M&M's,Canada,2014,2019,Confectionary,,Woman in film,blonde,1,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,acting in a movie,0,0,0,0,0,0,0,0,0,0,0,0,1,basement,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 1,baby in bed,1,1, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Lying in bed,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Injury Attorney (:15),M&M's,USA,2019,2019,Confectionary,,Man Lawyer,black,1,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Injury Attorney (:15),M&M's,USA,2019,2019,Confectionary,,woman lawyer,white,1,6, ,1,4,0,0, ,3, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Breaking (:15),Snickers,China,2019,2019,Confectionary,,Old man,on ground,1,7, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,break dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,venue,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Breaking (:15),Snickers,China,2019,2019,Confectionary,,kid 1,why don't you dance,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,break dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Breaking (:15),Snickers,China,2019,2019,Confectionary,,kid 2,gives snickers,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,break dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Breaking (:15),Snickers,China,2019,2019,Confectionary,,kid 3,new old man,1,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,break dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Trailer,M&M's,USA,2013,2019,Confectionary,,M&M 5,Brown,2,9, ,1,4,0,5,Animated candy,10, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,2,0,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Trailer,M&M's,USA,2013,2019,Confectionary,,M&M 6,Green,2,9, ,1,4,0,5,Animated candy,10, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,2,0,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Boat (:06),M&M's,Arabia,2019,2019,Confectionary,,M&M 2,Yellow,2,9, ,2,2,0,5,Animated candy,10, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Set,0,0, ,0,0,0,2,0,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Umbrella (:06),M&M's,Arabia,2019,2019,Confectionary,,M&M 2,Yellow,2,9, ,2,2,0,5,Animated candy,10, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Set,0,0, ,0,0,0,2,0,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,M&M 1,Green,2,9, ,2,2,0,5,Animated candy,10, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,M&M 2,Yellow,2,9, ,2,2,0,5,Animated candy,10, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,1,3,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,M&M 4,Orange,2,9, ,2,2,0,5,Animated candy,10, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,M&M 6,Brown,2,9, ,2,2,0,5,Animated candy,10, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Bad Passenger (:15),M&M's,USA,2019,2019,Confectionary,,Yellow M&M,m&m,2,10,animated M&M,2,2,0,5,Animated M&M Candy,1,"Animated, but with a White-coded voice",0,0,0,0,0,0,0,0,0,0,1,riding in backseat,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated M&M, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Bad Passenger (:15),M&M's,USA,2019,2019,Confectionary,,Orange M&M,m&m,2,10,animated M&M,2,2,0,5,Animated M&M Candy,1,"Animated, but with a White-coded voice",0,0,0,0,0,0,0,0,0,0,1,riding in backseat,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated M&M, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Caramel Se Pierde (:20),M&M's,Mexico,2019,2019,Confectionary,,Brown M&M, ,2,4, ,1,4,0,1, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Caramel Se Pierde (:20),M&M's,Mexico,2019,2019,Confectionary,,Orange M&M, ,2,4, ,2,2,0,1, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Caramel Se Pierde (:20),M&M's,Mexico,2019,2019,Confectionary,,Green M&M, ,2,4, ,1,4,0,1, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Yellow,mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane bathroom,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Orange,mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane bathroom,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Green,mandm,2,10,animated candy,1,4,0,5,animated candy,10,animated candy,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane bathroom,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Blue,mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane bathroom,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Cupboard,M&M's,USA,2016,2019,Confectionary,,Blue,Mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,standing in a cupboard,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Cupboard,M&M's,USA,2016,2019,Confectionary,,orange,Mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,standing in a cupboard,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Cupboard,M&M's,USA,2016,2019,Confectionary,,yellow,Mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,standing in a cupboard,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,I Spy (:06),M&M's,USA,2019,2019,Confectionary,,Yellow,in chocolate,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,suspending in chocolate bar,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,I Spy (:06),M&M's,USA,2019,2019,Confectionary,,Orange,in chocolate,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,suspending in chocolate bar,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Injury Attorney (:15),M&M's,USA,2019,2019,Confectionary,,Orange,mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,suspending in chocolate bar,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Injury Attorney (:15),M&M's,USA,2019,2019,Confectionary,,Yellow,mandm,2,10,animated candy,2,2,0,5,animated candy,10,animated candy,0,0,0,0,0,0,0,0,0,0,1,suspending in chocolate bar,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,10,animated candy, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Galaxy Truffles (:10),Dove/Galaxy,UK,2019,2019,Confectionary,,woman eating, ,2,9, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,9, ,0,0, ,1,0,0,0,0,0,0,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,,Man in blue recording, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0, ,0,0,3,2,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,,Man in gray recording, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0, ,0,0,3,2,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,,Man in green recording, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0, ,0,0,3,2,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,,Man in bright shirt recording, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0, ,0,0,3,2,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,,Man in red recording, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0, ,0,0,3,2,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,,Man in pants recording, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0, ,0,0,3,2,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Unsneaky Photographer - No New (:10),Snickers,USA,2019,2019,Confectionary,,Woman sitting, ,2,5, ,1,2,2,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,1,Bus stop,0,0, ,0,0,3,0,0,0,0,4, ,0,0,0,0,1,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Pamela,Confused,Snickers,Arabia,2019,2019,Confectionary,,Man clapping, ,2,4, ,2,2,0,0, ,6, ,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,1,0,0,0,0,1,Therapy group,0,0, ,0,0,3,2,0,1,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,
Hannah,Undertaker/Mortician,Twix,USA,2015,2019,Confectionary,,Janitor,Janitor,2,6, ,2,2,0,0, ,2, ,0,0,0,0,0,1,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Funeral home,0,0, ,0,0,0,3,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Magician 1,Gold jacket,2,7, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,0,1,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Magician's assistant 1,Levitating,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,0,1,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Magician 2,White t-shirt,2,1, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,2,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Magician 1,Gold jacket,2,7, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,0,1,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Magician's assistant 1,Levitating,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,0,1,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Magician 2,White t-shirt,2,1, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,On stage,0,0, ,0,0,0,2,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Melanie,Talent Show (:20),Airwaves,Germany,2019,2019,Confectionary,,Performer 1,Big Hair,2,2, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,performing in a talent show,0,0,0,0,0,0,0,0,0,0,0,0,1,auditorium,0,0, ,0,0,0,0,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Melanie,Talent Show (:15),Airwaves,Germany,2019,2019,Confectionary,,Performer 1,Main guy,2,2, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,performing in a talent show,0,0,0,0,0,0,0,0,0,0,0,0,1,auditorium,0,0, ,0,0,0,0,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Melanie,Talent Show (:06),Airwaves,Germany,2019,2019,Confectionary,,Performer 1,Main guy,2,2, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,performing in a talent show,0,0,0,0,0,0,0,0,0,0,0,0,1,auditorium,0,0, ,0,0,0,0,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Linzi,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,kid, ,2,2, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,magic trick,0,0,0,0,0,0,0,0,0,0,0,0,1,stage (talent show),0,0, ,0,0,3,2,0,0,0,4, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,
Pamela,Boost The Rainbow,Skittles,China,2019,2019,Confectionary,,Man with glasses, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Boost The Rainbow,Skittles,China,2019,2019,Confectionary,,Man wearing blue, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Boost The Rainbow,Skittles,China,2019,2019,Confectionary,,Man wearing suit, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Boost The Rainbow,Skittles,China,2019,2019,Confectionary,,Man wearing vest, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Boost The Rainbow,Skittles,China,2019,2019,Confectionary,,Man cheering, ,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,News Debate,Snickers,India,2019,2019,Confectionary,,Reporter in suit, ,2,7, ,2,2,0,0, ,5, ,0,0,0,0,0,1,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Newsroom set,0,0, ,0,0,3,0,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Heist - No New (:15),Snickers,USA,2019,2019,Confectionary,,Truck driver, ,2,7, ,2,2,0,0, ,3, ,0,0,1,0,0,1,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,3,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Heist - No New (:15),Snickers,USA,2019,2019,Confectionary,,Man in truck, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,3,0,1,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
